session_key,meeting_key,team_name,track_name,starting_position,starting_compound,pit_stops,target_compound,air_temp_mean,air_temp_max,track_temp_mean,track_temp_max,humidity_mean,wind_speed_mean,rainfall_sum,rain_minutes_ratio
9466,1229,Aston Martin,Sakhir,10.0,SOFT,7,SOFT,17.24756097560976,17.4,22.098780487804877,23.4,39.02439024390244,2.2817073170731708,0.0,0.0
9466,1229,Ferrari,Sakhir,10.0,SOFT,9,SOFT,17.24756097560976,17.4,22.098780487804877,23.4,39.02439024390244,2.2817073170731708,0.0,0.0
9466,1229,Haas F1 Team,Sakhir,10.0,SOFT,6,SOFT,17.24756097560976,17.4,22.098780487804877,23.4,39.02439024390244,2.2817073170731708,0.0,0.0
9466,1229,Kick Sauber,Sakhir,10.0,MEDIUM,9,SOFT,17.24756097560976,17.4,22.098780487804877,23.4,39.02439024390244,2.2817073170731708,0.0,0.0
9466,1229,McLaren,Sakhir,10.0,MEDIUM,8,SOFT,17.24756097560976,17.4,22.098780487804877,23.4,39.02439024390244,2.2817073170731708,0.0,0.0
9466,1229,Mercedes,Sakhir,10.0,SOFT,8,SOFT,17.24756097560976,17.4,22.098780487804877,23.4,39.02439024390244,2.2817073170731708,0.0,0.0
9466,1229,RB,Sakhir,10.0,MEDIUM,6,SOFT,17.24756097560976,17.4,22.098780487804877,23.4,39.02439024390244,2.2817073170731708,0.0,0.0
9466,1229,Red Bull Racing,Sakhir,10.0,SOFT,7,SOFT,17.24756097560976,17.4,22.098780487804877,23.4,39.02439024390244,2.2817073170731708,0.0,0.0
9466,1229,Williams,Sakhir,10.0,MEDIUM,11,SOFT,17.24756097560976,17.4,22.098780487804877,23.4,39.02439024390244,2.2817073170731708,0.0,0.0
9467,1229,Alpine,Sakhir,10.0,SOFT,6,SOFT,20.259756097560977,20.6,32.01341463414634,35.2,35.71951219512195,2.778048780487805,0.0,0.0
9467,1229,Aston Martin,Sakhir,10.0,SOFT,8,SOFT,20.259756097560977,20.6,32.01341463414634,35.2,35.71951219512195,2.778048780487805,0.0,0.0
9467,1229,Ferrari,Sakhir,10.0,SOFT,8,SOFT,20.259756097560977,20.6,32.01341463414634,35.2,35.71951219512195,2.778048780487805,0.0,0.0
9467,1229,Haas F1 Team,Sakhir,10.0,SOFT,6,SOFT,20.259756097560977,20.6,32.01341463414634,35.2,35.71951219512195,2.778048780487805,0.0,0.0
9467,1229,Kick Sauber,Sakhir,10.0,SOFT,12,SOFT,20.259756097560977,20.6,32.01341463414634,35.2,35.71951219512195,2.778048780487805,0.0,0.0
9467,1229,McLaren,Sakhir,10.0,SOFT,8,SOFT,20.259756097560977,20.6,32.01341463414634,35.2,35.71951219512195,2.778048780487805,0.0,0.0
9467,1229,Mercedes,Sakhir,10.0,SOFT,9,SOFT,20.259756097560977,20.6,32.01341463414634,35.2,35.71951219512195,2.778048780487805,0.0,0.0
9467,1229,RB,Sakhir,10.0,SOFT,7,SOFT,20.259756097560977,20.6,32.01341463414634,35.2,35.71951219512195,2.778048780487805,0.0,0.0
9467,1229,Red Bull Racing,Sakhir,10.0,HARD,8,SOFT,20.259756097560977,20.6,32.01341463414634,35.2,35.71951219512195,2.778048780487805,0.0,0.0
9467,1229,Williams,Sakhir,10.0,MEDIUM,12,SOFT,20.259756097560977,20.6,32.01341463414634,35.2,35.71951219512195,2.778048780487805,0.0,0.0
9468,1229,Alpine,Sakhir,19.5,MEDIUM,6,SOFT,18.049350649350657,18.2,21.51428571428572,22.2,46.94805194805195,1.9948051948051948,0.0,0.0
9468,1229,Aston Martin,Sakhir,9.0,SOFT,9,SOFT,18.049350649350657,18.2,21.51428571428572,22.2,46.94805194805195,1.9948051948051948,0.0,0.0
9468,1229,Ferrari,Sakhir,3.0,MEDIUM,13,SOFT,18.049350649350657,18.2,21.51428571428572,22.2,46.94805194805195,1.9948051948051948,0.0,0.0
9468,1229,Haas F1 Team,Sakhir,12.5,SOFT,10,SOFT,18.049350649350657,18.2,21.51428571428572,22.2,46.94805194805195,1.9948051948051948,0.0,0.0
9468,1229,Kick Sauber,Sakhir,16.5,SOFT,4,SOFT,18.049350649350657,18.2,21.51428571428572,22.2,46.94805194805195,1.9948051948051948,0.0,0.0
9468,1229,McLaren,Sakhir,7.5,SOFT,12,SOFT,18.049350649350657,18.2,21.51428571428572,22.2,46.94805194805195,1.9948051948051948,0.0,0.0
9468,1229,Mercedes,Sakhir,6.0,SOFT,12,SOFT,18.049350649350657,18.2,21.51428571428572,22.2,46.94805194805195,1.9948051948051948,0.0,0.0
9468,1229,RB,Sakhir,12.5,SOFT,8,SOFT,18.049350649350657,18.2,21.51428571428572,22.2,46.94805194805195,1.9948051948051948,0.0,0.0
9468,1229,Red Bull Racing,Sakhir,3.0,SOFT,12,SOFT,18.049350649350657,18.2,21.51428571428572,22.2,46.94805194805195,1.9948051948051948,0.0,0.0
9468,1229,Williams,Sakhir,15.5,SOFT,6,SOFT,18.049350649350657,18.2,21.51428571428572,22.2,46.94805194805195,1.9948051948051948,0.0,0.0
9472,1229,Alpine,Sakhir,10.0,SOFT,5,HARD,18.22738853503185,18.9,23.652866242038222,26.5,48.82165605095541,0.7859872611464969,0.0,0.0
9472,1229,Aston Martin,Sakhir,10.0,SOFT,4,HARD,18.22738853503185,18.9,23.652866242038222,26.5,48.82165605095541,0.7859872611464969,0.0,0.0
9472,1229,Ferrari,Sakhir,10.0,SOFT,4,HARD,18.22738853503185,18.9,23.652866242038222,26.5,48.82165605095541,0.7859872611464969,0.0,0.0
9472,1229,Haas F1 Team,Sakhir,10.0,SOFT,5,HARD,18.22738853503185,18.9,23.652866242038222,26.5,48.82165605095541,0.7859872611464969,0.0,0.0
9472,1229,Kick Sauber,Sakhir,10.0,SOFT,4,HARD,18.22738853503185,18.9,23.652866242038222,26.5,48.82165605095541,0.7859872611464969,0.0,0.0
9472,1229,McLaren,Sakhir,10.0,SOFT,4,HARD,18.22738853503185,18.9,23.652866242038222,26.5,48.82165605095541,0.7859872611464969,0.0,0.0
9472,1229,Mercedes,Sakhir,10.0,SOFT,4,HARD,18.22738853503185,18.9,23.652866242038222,26.5,48.82165605095541,0.7859872611464969,0.0,0.0
9472,1229,RB,Sakhir,10.0,SOFT,4,HARD,18.22738853503185,18.9,23.652866242038222,26.5,48.82165605095541,0.7859872611464969,0.0,0.0
